[('Iran', 0.7293535470962524), ('Tehran', 0.6154943704605103), ('Iranian', 0.6114965081214905)] Armenian_dram
[('Azerbaijan', 0.6055485010147095), ('Lithuania', 0.5664220452308655), ('Bulgaria', 0.5500741004943848)] Bulgarian_lev
[('Chilean_peso', 0.8310822248458862), ('Chile_peso', 0.5686169862747192), ('Chile', 0.5549857020378113)] Chilean_peso
[('Renminbi', 0.8576350212097168), ('Renminbi_RMB', 0.5691007971763611), ('renminbi', 0.5598590970039368)] Renminbi
[('Colombian_peso', 0.8060084581375122), ('Ecuador', 0.564995527267456), ('Colombia', 0.5630327463150024)] Colombian_peso
[('Czech_koruna', 0.7642190456390381), ('Czech_Republic', 0.5815216302871704), ('Czech', 0.5590430498123169)] Czech_koruna
[('Ethiopia', 0.4633062779903412), ('Azerbaijan', 0.4583459198474884), ('Tajikistan', 0.44893932342529297)] Ethiopian_birr
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Hungarian_forint', 0.8123970627784729), ('Latvia', 0.5737221240997314), ('Hungary', 0.5528700947761536)] Hungarian_forint
[('Laos', 0.4363035559654236), ('Azerbaijan', 0.43564435839653015), ('Turkmenistan', 0.4242924153804779)] Lao_kip
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Libyan_dinar', 0.6111611127853394), ('Azerbaijan', 0.472541868686676), ('grape_cuttings', 0.4468979835510254)] Libyan_dinar
[('Malaysian_ringgit', 0.7815862894058228), ('Malaysia', 0.630031943321228), ('ringgit', 0.6056737899780273)] Malaysian_ringgit
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Nigeria', 0.6362468004226685), ('Nigerian_naira', 0.5932900905609131), ('Ghana', 0.5514354705810547)] Nigerian_naira
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Qatar', 0.6054555177688599), ('Saudi_Arabia', 0.5892031192779541), ('Oman', 0.5886280536651611)] Qatari_riyal
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Saudi_riyal', 0.7176060080528259), ('Saudi_Arabia', 0.6150713562965393), ('Saudi', 0.556590735912323)] Saudi_riyal
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Somali_shilling', 0.625917911529541), ('Ethiopia', 0.5138301849365234), ('Somalia', 0.46192222833633423)] Somali_shilling
[('Euro', 0.7311987280845642), ('Croatia', 0.6475460529327393), ('Slovenia', 0.6385824680328369)] Euro
[('Swedish_krona', 0.7723818421363831), ('Sweden', 0.627973735332489), ('Finland', 0.6075680255889893)] Swedish_krona
[('Swiss_franc', 0.8113031983375549), ('Swiss_Franc', 0.5647721290588379), ('franc', 0.559029221534729)] Swiss_franc
[('Tajikistan', 0.5234759449958801), ('Uzbekistan', 0.5083113312721252), ('Azerbaijan', 0.5041793584823608)] Somoni
[('Tanzania', 0.5167533755302429), ('Azerbaijan', 0.4975794851779938), ('Kenya', 0.4742336869239807)] Tanzanian_shilling
[('CFA_franc', 0.7647943496704102), ('Senegal', 0.559561550617218), ('Gabon', 0.5325202345848083)] CFA_franc
[('Turkish_lira', 0.7785972356796265), ('Turkey', 0.6765389442443848), ('Turkish', 0.623435378074646)] Turkish_lira
[('Azerbaijan', 0.6190106868743896), ('Ukraine', 0.5952155590057373), ('Lithuania', 0.5765581130981445)] Ukrainian_hryvnia
[('Azerbaijan', 0.45066016912460327), ('Morocco', 0.4197205603122711), ('Lithuania', 0.41897255182266235)] Yemeni_rial
[('Zambia', 0.5529584884643555), ('Tanzania', 0.5382456183433533), ('Azerbaijan', 0.511030912399292)] Zambian_kwacha
[('Kosovo', 0.4494360387325287), ('unrecognized_Nagorno_Karabakh', 0.433163046836853), ('Armenia', 0.42459604144096375)] Armenian_dram
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Montenegro', 0.46667420864105225), ('Kosovo', 0.46242696046829224), ('Moldova', 0.4212893545627594)] Bulgarian_lev
[('Chilean_peso', 0.8326926827430725), ('Colombian_peso', 0.5834959149360657), ('Chile_peso', 0.5708262920379639)] Chilean_peso
[('Renminbi', 0.8629958629608154), ('renminbi', 0.5967130661010742), ('Renminbi_RMB', 0.5935705900192261)] Renminbi
[('Colombian_peso', 0.8113231658935547), ('peso', 0.5690163373947144), ('Chile_peso', 0.5529898405075073)] Colombian_peso
[('Czech_koruna', 0.7740183472633362), ('Polish_zloty', 0.4981229901313782), ('forint', 0.49188631772994995)] Czech_koruna
[('Muyinga', 0.39168617129325867), ('Ethiopia', 0.38544216752052307), ('Choam_Chao', 0.3821623921394348)] Ethiopian_birr
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Hungarian_forint', 0.8166013956069946), ('forint', 0.5459974408149719), ('Poland_zloty', 0.5432807207107544)] Hungarian_forint
[('Lao_kip', 0.4779927134513855), ('Lao', 0.37431609630584717), ('Khenthong_Nuanthasing', 0.35936424136161804)] Lao_kip
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Libyan_dinar', 0.6246292591094971), ('Krasnovodsk', 0.3982038199901581), ('Rohingya_asylum_seekers', 0.39606088399887085)] Libyan_dinar
[('Malaysian_ringgit', 0.7904420495033264), ('ringgit', 0.5817321538925171), ('Thai_baht', 0.5309617519378662)] Malaysian_ringgit
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Nigerian_naira', 0.5990316867828369), ('Nigeria', 0.46884745359420776), ('Benin', 0.4270418882369995)] Nigerian_naira
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Qatari_riyal', 0.4919022023677826), ('ABU_DHABI_MENL', 0.4259307384490967), ('Oman', 0.4246669411659241)] Qatari_riyal
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Saudi_riyal', 0.7140244245529175), ('GCCGCC', 0.4971998333930969), ('riyal', 0.48483043909072876)] Saudi_riyal
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Somali_shilling', 0.6698952913284302), ('Somalia', 0.45301201939582825), ('Bahr_el_Ghazal', 0.44812846183776855)] Somali_shilling
[('Estonia', 0.7331795692443848), ('Croatia', 0.7190815210342407), ('Serbia', 0.6815608143806458)] Euro
[('Swedish_krona', 0.7753431797027588), ('Sweden', 0.513688862323761), ('krone', 0.502173900604248)] Swedish_krona
[('Swiss_franc', 0.8099040985107422), ('franc', 0.5624527335166931), ('Swiss_Franc', 0.5598137378692627)] Swiss_franc
[('Somoni', 0.4736212491989136), ('Stavropol_territory', 0.451413094997406), ('Bakir_Uulu', 0.4500351548194885)] Somoni
[('Kosovo', 0.39540791511535645), ('Eritrea', 0.3893052041530609), ('Muyinga', 0.3767666220664978)] Tanzanian_shilling
[('CFA_franc', 0.7623357772827148), ('CEMAC', 0.4659510552883148), ('CFA_franc_zone', 0.4504716396331787)] CFA_franc
[('Turkish_lira', 0.7794264554977417), ('lira', 0.5954782962799072), ('KKTC', 0.5546993017196655)] Turkish_lira
[('Kosovo', 0.46050769090652466), ('Moldova', 0.43583396077156067), ('Chuvashia', 0.4347784221172333)] Ukrainian_hryvnia
[('Kosovo', 0.367578387260437), ('Andijan_Uzbekistan_fourth', 0.32516515254974365), ('Primbetov', 0.32094836235046387)] Yemeni_rial
[('Zambian_kwacha', 0.516425371170044), ('Muyinga', 0.43310609459877014), ('Niassa_province', 0.42999306321144104)] Zambian_kwacha
[('Armenia', 0.47176122665405273), ('Azerbaijan', 0.45740175247192383), ('Estonia', 0.44499683380126953)] Armenian_dram
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Estonia', 0.5199922919273376), ('Denmark', 0.4556120038032532), ('Norway', 0.44931498169898987)] Bulgarian_lev
[('Chilean_peso', 0.847722053527832), ('Chile_peso', 0.5828302502632141), ('Colombian_peso', 0.5781817436218262)] Chilean_peso
[('Renminbi', 0.8700922727584839), ('Renminbi_RMB', 0.5820819139480591), ('renminbi', 0.56777024269104)] Renminbi
[('Colombian_peso', 0.8247673511505127), ('Chile_peso', 0.5630601644515991), ('peso', 0.5590021014213562)] Colombian_peso
[('Czech_koruna', 0.781731367111206), ('koruna', 0.5416416525840759), ('Czech_Republic', 0.5373497605323792)] Czech_koruna
[('Ethiopia', 0.41438210010528564), ('Peru', 0.393676221370697), ('Guatemala', 0.3895629942417145)] Ethiopian_birr
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Hungarian_forint', 0.8296977877616882), ('forint', 0.5445144772529602), ('Estonia', 0.5422130823135376)] Hungarian_forint
[('Lao_kip', 0.43571847677230835), ('Laos', 0.4032294750213623), ('Peru', 0.36971747875213623)] Lao_kip
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Libyan_dinar', 0.6280859708786011), ('grape_cuttings', 0.429121732711792), ('Kuwait', 0.4175899624824524)] Libyan_dinar
[('Malaysian_ringgit', 0.8008687496185303), ('ringgit', 0.6172974705696106), ('Malaysia', 0.5837001204490662)] Malaysian_ringgit
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Nigerian_naira', 0.6060212850570679), ('Nigeria', 0.5760979652404785), ('Benin', 0.5144931077957153)] Nigerian_naira
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Kuwait', 0.5794777274131775), ('Oman', 0.5761998891830444), ('Qatar', 0.5669377446174622)] Qatari_riyal
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Saudi_riyal', 0.721953272819519), ('Saudi_Arabia', 0.5920481085777283), ('Saudi', 0.5471809506416321)] Saudi_riyal
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Somali_shilling', 0.6423832178115845), ('Ethiopia', 0.4768527150154114), ('Somalia', 0.43995872139930725)] Somali_shilling
[('Euro', 0.7356898784637451), ('Estonia', 0.6239364147186279), ('Croatia', 0.6120128035545349)] Euro
[('Swedish_krona', 0.787251353263855), ('Sweden', 0.635911226272583), ('Finland', 0.5744733214378357)] Swedish_krona
[('Swiss_franc', 0.8289505243301392), ('Swiss_Franc', 0.5779216885566711), ('franc', 0.577872097492218)] Swiss_franc
[('Tajikistan', 0.45456284284591675), ('Nukus', 0.4369535446166992), ('Dushanbe_Tajikistan', 0.4340173006057739)] Somoni
[('Tanzania', 0.4749438464641571), ('Kenya', 0.4445514678955078), ('Uganda', 0.42913031578063965)] Tanzanian_shilling
[('CFA_franc', 0.7729024887084961), ('Senegal', 0.512166440486908), ('CFA_francs', 0.4922017455101013)] CFA_franc
[('Turkish_lira', 0.7927670478820801), ('Turkey', 0.619698166847229), ('lira', 0.6109679937362671)] Turkish_lira
[('Ukraine', 0.5054162740707397), ('Estonia', 0.4984742999076843), ('Latvia', 0.48329487442970276)] Ukrainian_hryvnia
[('Peru', 0.39082807302474976), ('Mexico', 0.36810481548309326), ('Kuwait', 0.34553033113479614)] Yemeni_rial
[('Zambia', 0.5296025276184082), ('Tanzania', 0.5058096647262573), ('Zambian_kwacha', 0.4857020080089569)] Zambian_kwacha
[('Lithuania', 0.4319990575313568), ('Armenia', 0.42797428369522095), ('Azerbaijan', 0.3883664608001709)] Armenian_dram
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Lithuania', 0.4456457197666168), ('Denmark', 0.41640836000442505), ('Latvia', 0.3953758478164673)] Bulgarian_lev
[('Chilean_peso', 0.8032903671264648), ('Chile', 0.5430551767349243), ('Chilean', 0.49816614389419556)] Chilean_peso
[('Renminbi', 0.8342410326004028), ('Renminbi_RMB', 0.5436044931411743), ('renminbi', 0.5161851644515991)] Renminbi
[('Colombian_peso', 0.7717338800430298), ('Colombia', 0.5332067012786865), ('Ecuador', 0.5183906555175781)] Colombian_peso
[('Czech_koruna', 0.7188432216644287), ('Poland', 0.5363674163818359), ('Czech_Republic', 0.5359872579574585)] Czech_koruna
[('Ethiopia', 0.3665162920951843), ('Morocco', 0.3526608347892761), ('Tanzania', 0.3450959622859955)] Ethiopian_birr
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Hungarian_forint', 0.7801541090011597), ('Latvia', 0.5356669425964355), ('Hungary', 0.5248478651046753)] Hungarian_forint
[('Laos', 0.3354180157184601), ('Lao_kip', 0.33402517437934875), ('Philippines', 0.32390493154525757)] Lao_kip
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Libyan_dinar', 0.5369071960449219), ('grape_cuttings', 0.3972831070423126), ('tents_blankets_tarpaulins', 0.3934408724308014)] Libyan_dinar
[('Malaysian_ringgit', 0.738510012626648), ('Malaysia', 0.6327629685401917), ('Indonesia', 0.5751920342445374)] Malaysian_ringgit
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Nigeria', 0.5351449847221375), ('Nigerian_naira', 0.5007942318916321), ('Benin', 0.46624690294265747)] Nigerian_naira
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Qatar', 0.5076509714126587), ('Saudi_Arabia', 0.5069593191146851), ('Oman', 0.5014575719833374)] Qatari_riyal
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Saudi_riyal', 0.659138560295105), ('Saudi_Arabia', 0.5644726753234863), ('Saudi', 0.5164591670036316)] Saudi_riyal
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Somali_shilling', 0.5553490519523621), ('Ethiopia', 0.45000964403152466), ('Somalia', 0.3957586884498596)] Somali_shilling
[('Euro', 0.6806842088699341), ('Euro####', 0.567152738571167), ('Croatia', 0.5654242038726807)] Euro
[('Swedish_krona', 0.725714921951294), ('Sweden', 0.6494005918502808), ('Finland', 0.5825585126876831)] Swedish_krona
[('Swiss_franc', 0.7784135341644287), ('Swiss_Franc', 0.5330920219421387), ('Switzerland', 0.5188096761703491)] Swiss_franc
[('Rybinsk', 0.4004899263381958), ('Daugavpils_Latvia', 0.37785544991493225), ('Tajikistan', 0.3761976957321167)] Somoni
[('Tanzania', 0.4420589208602905), ('Kenya', 0.3934045433998108), ('Uganda', 0.37075817584991455)] Tanzanian_shilling
[('CFA_franc', 0.7241726517677307), ('Senegal', 0.4990713894367218), ('Burkina_Faso', 0.44617757201194763)] CFA_franc
[('Turkish_lira', 0.7354137897491455), ('Turkey', 0.6385313272476196), ('Turkish', 0.5762350559234619)] Turkish_lira
[('Lithuania', 0.45865872502326965), ('Ukraine', 0.4329179525375366), ('Latvia', 0.41917145252227783)] Ukrainian_hryvnia
[('Jordan', 0.3265204429626465), ('Morocco', 0.32332631945610046), ('Denmark', 0.2988564968109131)] Yemeni_rial
[('Tanzania', 0.49020111560821533), ('Zambia', 0.4744047522544861), ('Kenya', 0.4236564636230469)] Zambian_kwacha
[('Kosovo', 0.4095512628555298), ('Mongolia', 0.3849489390850067), ('Ethiopia', 0.3822665214538574)] Armenian_dram
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Belgium', 0.4141366481781006), ('Kosovo', 0.4073711633682251), ('Hanafi_jurisprudence', 0.3876489996910095)] Bulgarian_lev
[('Chilean_peso', 0.8549123406410217), ('Colombian_peso', 0.59555983543396), ('Chile_peso', 0.5944656133651733)] Chilean_peso
[('Renminbi', 0.8787053823471069), ('Renminbi_RMB', 0.603113055229187), ('renminbi', 0.6005734801292419)] Renminbi
[('Colombian_peso', 0.834760844707489), ('Chile_peso', 0.5875920057296753), ('Chilean_peso', 0.5735445618629456)] Colombian_peso
[('Czech_koruna', 0.8006445169448853), ('Polish_zloty', 0.5248928070068359), ('EUR_CZK', 0.49571874737739563)] Czech_koruna
[('Ethiopia', 0.4548954963684082), ('Muyinga', 0.44926637411117554), ('Mboki', 0.4430667757987976)] Ethiopian_birr
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Hungarian_forint', 0.8402649164199829), ('Polish_zloty', 0.5581203699111938), ('Czech_koruna', 0.548369824886322)] Hungarian_forint
[('Lao_kip', 0.5195675492286682), ('Putao', 0.3978147506713867), ('Cambodia', 0.3973953425884247)] Lao_kip
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Libyan_dinar', 0.6512031555175781), ('sprawling_Abu_Shouk', 0.46793514490127563), ('Insein_Jail', 0.43177342414855957)] Libyan_dinar
[('Malaysian_ringgit', 0.8204100131988525), ('ringgit', 0.591073751449585), ('Indonesian_rupiah', 0.552480161190033)] Malaysian_ringgit
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Nigerian_naira', 0.64241623878479), ('Nigeria', 0.5288132429122925), ('Kenya', 0.5255281925201416)] Nigerian_naira
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Qatari_riyal', 0.5469375848770142), ('Oman', 0.4801841676235199), ('UAE', 0.47242867946624756)] Qatari_riyal
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Saudi_riyal', 0.7488831281661987), ('riyal', 0.5154355764389038), ('Saudi_Arabia', 0.5093952417373657)] Saudi_riyal
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Somali_shilling', 0.6921738982200623), ('Somalia', 0.4953131675720215), ('Ethiopia', 0.4752456545829773)] Somali_shilling
[('Germany', 0.7039746642112732), ('Euro', 0.6888790130615234), ('Belgium', 0.682815670967102)] Euro
[('Swedish_krona', 0.8072544932365417), ('krone', 0.5132088661193848), ('Skandia_AB', 0.5098564028739929)] Swedish_krona
[('Swiss_franc', 0.8393292427062988), ('franc', 0.6136149168014526), ('Swiss_Franc', 0.5847983360290527)] Swiss_franc
[('Somoni', 0.4884977340698242), ('Kulyab', 0.42932218313217163), ('Hakimjan', 0.4292566776275635)] Somoni
[('Kenya', 0.507793664932251), ('Tanzania', 0.5075072646141052), ('Uganda', 0.4571470022201538)] Tanzanian_shilling
[('CFA_franc', 0.7967596650123596), ('Senegal', 0.49778640270233154), ('CFA_franc_zone', 0.49306991696357727)] CFA_franc
[('Turkish_lira', 0.8045119047164917), ('lira', 0.6094669103622437), ('Turkish_Lira', 0.546845555305481)] Turkish_lira
[('Kosovo', 0.4158324599266052), ('Munkh_Orgil', 0.41495591402053833), ('Ngendahayo', 0.386857271194458)] Ukrainian_hryvnia
[('Kenya', 0.363051176071167), ('Hailemariam', 0.3620085120201111), ('sprawling_Abu_Shouk', 0.3600834310054779)] Yemeni_rial
[('Zambian_kwacha', 0.5577056407928467), ('Tanzania', 0.531830906867981), ('Zambia', 0.5275670886039734)] Zambian_kwacha
[('Armenia', 0.5643543004989624), ('Azerbaijan', 0.5625230073928833), ('Cyprus', 0.5203039050102234)] Armenian_dram
[('Euro', 0.7731859683990479), ('Bulgaria', 0.6630529165267944), ('Croatia', 0.6566012501716614)] Euro
[('Cyprus', 0.5899003148078918), ('Azerbaijan', 0.5640295147895813), ('Lithuania', 0.5516321063041687)] Bulgarian_lev
[('Chilean_peso', 0.8801182508468628), ('Chile_peso', 0.6111096143722534), ('Colombian_peso', 0.6089874505996704)] Chilean_peso
[('Renminbi', 0.8981027603149414), ('Renminbi_RMB', 0.6200470328330994), ('renminbi', 0.6035569310188293)] Renminbi
[('Colombian_peso', 0.8623580932617188), ('Chile_peso', 0.612523078918457), ('Chilean_peso', 0.6040260791778564)] Colombian_peso
